subject,item,condition,prof,RT
subject16,item38,word,93.82045179,366.2433372
subject16,item39,nonword,93.82045179,153.9788504
subject16,item40,word,93.82045179,225.8497649
subject17,item01,word,89.36122727,299.6517683
subject17,item02,nonword,89.36122727,425.1182584
subject17,item03,word,89.36122727,441.3807169
subject17,item04,nonword,89.36122727,551.0974361
subject17,item05,word,89.36122727,481.3757598
subject17,item06,nonword,89.36122727,509.4300013
subject17,item07,word,89.36122727,568.5615693
subject17,item08,nonword,89.36122727,443.7047387
subject17,item09,word,89.36122727,222.4290097
subject17,item10,nonword,89.36122727,391.1143375
subject17,item11,word,89.36122727,954.9222791
subject17,item12,nonword,89.36122727,562.0230152
subject17,item13,word,89.36122727,704.9678398
subject17,item14,nonword,89.36122727,244.1674162
subject17,item15,word,89.36122727,332.9630102
subject17,item16,nonword,89.36122727,519.7284245
subject17,item17,word,89.36122727,215.0750377
subject17,item18,nonword,89.36122727,533.9908272
subject17,item19,word,89.36122727,338.3255752
subject17,item20,nonword,89.36122727,205.8770801
subject17,item21,word,89.36122727,405.2717621
subject17,item22,nonword,89.36122727,441.6129912
subject17,item23,word,89.36122727,655.1978451
subject17,item24,nonword,89.36122727,191.98196
subject17,item25,word,89.36122727,539.7755863
subject17,item26,nonword,89.36122727,279.2037557
subject17,item27,word,89.36122727,614.2331924
subject17,item28,nonword,89.36122727,354.0686661
subject17,item29,word,89.36122727,626.3870821
subject17,item30,nonword,89.36122727,294.7093158
subject17,item31,word,89.36122727,294.6080219
subject17,item32,nonword,89.36122727,732.8535061
subject17,item33,word,89.36122727,235.6539118
subject17,item34,nonword,89.36122727,530.7772362
subject17,item35,word,89.36122727,590.3333185
subject17,item36,nonword,89.36122727,420.9060242
subject17,item37,word,89.36122727,439.0854095
subject17,item38,nonword,89.36122727,212.0314605
subject17,item39,word,89.36122727,357.7953148
subject17,item40,nonword,89.36122727,429.0510888
subject18,item01,nonword,89.36122727,386.5693757
subject18,item02,word,89.36122727,640.8348218
subject18,item03,nonword,89.36122727,276.0054445
subject18,item04,word,89.36122727,402.2611299
subject18,item05,nonword,89.36122727,412.4220558
subject18,item06,word,89.36122727,378.6684534
subject18,item07,nonword,89.36122727,934.1909924
subject18,item08,word,89.36122727,289.6594628
subject18,item09,nonword,89.36122727,260.0676925
subject18,item10,word,89.36122727,712.7577082
subject18,item11,nonword,89.36122727,917.8015883
subject18,item12,word,89.36122727,195.6298237
subject18,item13,nonword,89.36122727,507.8498788
subject18,item14,word,89.36122727,486.6279933
subject18,item15,nonword,89.36122727,418.8517768
subject18,item16,word,89.36122727,337.0865998
subject18,item17,nonword,89.36122727,280.1040899
subject18,item18,word,89.36122727,221.7390528
subject18,item19,nonword,89.36122727,456.4638164
subject18,item20,word,89.36122727,241.6722909
subject18,item21,nonword,89.36122727,496.5119805
subject18,item22,word,89.36122727,523.7737961
subject18,item23,nonword,89.36122727,533.582405
subject18,item24,word,89.36122727,124.219069
subject18,item25,nonword,89.36122727,347.9524818
subject18,item26,word,89.36122727,268.7520787
subject18,item27,nonword,89.36122727,333.1067533
subject18,item28,word,89.36122727,226.3937415
subject18,item29,nonword,89.36122727,576.0141969
subject18,item30,word,89.36122727,268.9698587
subject18,item31,nonword,89.36122727,336.5853704
subject18,item32,word,89.36122727,397.5426312
subject18,item33,nonword,89.36122727,239.2722833
subject18,item34,word,89.36122727,351.2122413
subject18,item35,nonword,89.36122727,407.3007445
subject18,item36,word,89.36122727,329.1314213
subject18,item37,nonword,89.36122727,611.4098925
subject18,item38,word,89.36122727,458.1650936
subject18,item39,nonword,89.36122727,315.7867748
subject18,item40,word,89.36122727,593.9477498
subject19,item01,word,84.70417194,434.3973245
subject19,item02,nonword,84.70417194,705.8116467
subject19,item03,word,84.70417194,463.7179193
subject19,item04,nonword,84.70417194,644.3980195
subject19,item05,word,84.70417194,626.6782264
subject19,item06,nonword,84.70417194,535.8754407
subject19,item07,word,84.70417194,344.9061763
subject19,item08,nonword,84.70417194,330.2218681
subject19,item09,word,84.70417194,235.9583305
subject19,item10,nonword,84.70417194,627.5508056
subject19,item11,word,84.70417194,733.7438947
subject19,item12,nonword,84.70417194,305.8232445
subject19,item13,word,84.70417194,287.430125
subject19,item14,nonword,84.70417194,506.9791049
subject19,item15,word,84.70417194,415.0091199
subject19,item16,nonword,84.70417194,315.1255902
subject19,item17,word,84.70417194,454.8504212
subject19,item18,nonword,84.70417194,855.0224653
subject19,item19,word,84.70417194,327.4503472
subject19,item20,nonword,84.70417194,264.4361506
subject19,item21,word,84.70417194,450.1062075
subject19,item22,nonword,84.70417194,709.1487574
subject19,item23,word,84.70417194,575.4656049
subject19,item24,nonword,84.70417194,191.2717855
subject19,item25,word,84.70417194,477.6692766
subject19,item26,nonword,84.70417194,334.7863488
subject19,item27,word,84.70417194,369.3074309
subject19,item28,nonword,84.70417194,379.6557707
subject19,item29,word,84.70417194,307.8939685
subject19,item30,nonword,84.70417194,279.7035545
subject19,item31,word,84.70417194,591.2540862
subject19,item32,nonword,84.70417194,332.4413156
subject19,item33,word,84.70417194,310.9071746
subject19,item34,nonword,84.70417194,344.289258
subject19,item35,word,84.70417194,278.1214433
subject19,item36,nonword,84.70417194,395.2034096
subject19,item37,word,84.70417194,389.3927127
subject19,item38,nonword,84.70417194,705.0177777
subject19,item39,word,84.70417194,332.0288864
subject19,item40,nonword,84.70417194,499.2491746
subject20,item01,nonword,84.70417194,212.5525969
subject20,item02,word,84.70417194,312.3604912
subject20,item03,nonword,84.70417194,412.1116522
subject20,item04,word,84.70417194,337.8012958
subject20,item05,nonword,84.70417194,321.0972635
subject20,item06,word,84.70417194,216.5332939
subject20,item07,nonword,84.70417194,338.9130489
subject20,item08,word,84.70417194,352.7789051
subject20,item09,nonword,84.70417194,182.1850317
subject20,item10,word,84.70417194,723.4018168
subject20,item11,nonword,84.70417194,793.4775214
subject20,item12,word,84.70417194,265.5614209
subject20,item13,nonword,84.70417194,316.1705643
subject20,item14,word,84.70417194,318.0870045
subject20,item15,nonword,84.70417194,218.8382201
subject20,item16,word,84.70417194,284.3483864
subject20,item17,nonword,84.70417194,311.6647011
subject20,item18,word,84.70417194,362.4008523
subject20,item19,nonword,84.70417194,344.0843566
subject20,item20,word,84.70417194,267.3115797
subject20,item21,nonword,84.70417194,483.5472075
subject20,item22,word,84.70417194,525.8733604
subject20,item23,nonword,84.70417194,732.976379
subject20,item24,word,84.70417194,194.1129333
subject20,item25,nonword,84.70417194,397.0101686
subject20,item26,word,84.70417194,175.3701412
subject20,item27,nonword,84.70417194,700.6775994
subject20,item28,word,84.70417194,168.4849596
subject20,item29,nonword,84.70417194,314.4209847
subject20,item30,word,84.70417194,338.7906407
subject20,item31,nonword,84.70417194,318.5280338
subject20,item32,word,84.70417194,317.9166096
subject20,item33,nonword,84.70417194,297.2331716
subject20,item34,word,84.70417194,258.1253714
subject20,item35,nonword,84.70417194,355.1428116
subject20,item36,word,84.70417194,304.0508308
subject20,item37,nonword,84.70417194,490.375239
subject20,item38,word,84.70417194,353.9073216
subject20,item39,nonword,84.70417194,385.5816211
subject20,item40,word,84.70417194,288.1582805
subject21,item01,word,89.71559033,567.8721361
subject21,item02,nonword,89.71559033,590.9063177
subject21,item03,word,89.71559033,758.6254652
subject21,item04,nonword,89.71559033,410.0595614
subject21,item05,word,89.71559033,928.9689509
subject21,item06,nonword,89.71559033,515.6499931
subject21,item07,word,89.71559033,384.1814103
subject21,item08,nonword,89.71559033,335.2319902
subject21,item09,word,89.71559033,422.7813854
subject21,item10,nonword,89.71559033,433.4973945
subject21,item11,word,89.71559033,1023.15317
subject21,item12,nonword,89.71559033,448.6701179
subject21,item13,word,89.71559033,579.2187838
subject21,item14,nonword,89.71559033,998.8250935
subject21,item15,word,89.71559033,799.4110723
subject21,item16,nonword,89.71559033,409.8831481
subject21,item17,word,89.71559033,389.3459075
subject21,item18,nonword,89.71559033,442.4236846
subject21,item19,word,89.71559033,505.2528787
subject21,item20,nonword,89.71559033,425.9094842
subject21,item21,word,89.71559033,365.6983719
subject21,item22,nonword,89.71559033,747.3367532
subject21,item23,word,89.71559033,501.1778448
subject21,item24,nonword,89.71559033,315.4553258
subject21,item25,word,89.71559033,882.1636786
subject21,item26,nonword,89.71559033,221.8461072
subject21,item27,word,89.71559033,293.4924307
subject21,item28,nonword,89.71559033,208.3292556
subject21,item29,word,89.71559033,526.6899643
subject21,item30,nonword,89.71559033,297.5166541
subject21,item31,word,89.71559033,367.8440782
subject21,item32,nonword,89.71559033,588.2781571
subject21,item33,word,89.71559033,343.4411882
subject21,item34,nonword,89.71559033,468.0276414
subject21,item35,word,89.71559033,345.7214166
subject21,item36,nonword,89.71559033,431.2316603
subject21,item37,word,89.71559033,709.022097
subject21,item38,nonword,89.71559033,426.3607542
subject21,item39,word,89.71559033,481.705974
subject21,item40,nonword,89.71559033,829.1521295
subject22,item01,nonword,89.71559033,279.2309389
subject22,item02,word,89.71559033,862.2710493
subject22,item03,nonword,89.71559033,520.171937
subject22,item04,word,89.71559033,574.9490059
subject22,item05,nonword,89.71559033,504.8329927
subject22,item06,word,89.71559033,216.612823
subject22,item07,nonword,89.71559033,412.5552788
subject22,item08,word,89.71559033,382.0661867
subject22,item09,nonword,89.71559033,284.3373212
subject22,item10,word,89.71559033,319.0286679
subject22,item11,nonword,89.71559033,521.0980313
subject22,item12,word,89.71559033,256.7158093
subject22,item13,nonword,89.71559033,561.7867446
subject22,item14,word,89.71559033,536.3792075
subject22,item15,nonword,89.71559033,340.0578079
subject22,item16,word,89.71559033,334.7634171
subject22,item17,nonword,89.71559033,330.8219415
subject22,item18,word,89.71559033,440.7560883
subject22,item19,nonword,89.71559033,227.5441291
subject22,item20,word,89.71559033,415.2692084
subject22,item21,nonword,89.71559033,495.4591585
subject22,item22,word,89.71559033,445.9690167
subject22,item23,nonword,89.71559033,431.2791055
subject22,item24,word,89.71559033,259.736217
subject22,item25,nonword,89.71559033,946.8793105
subject22,item26,word,89.71559033,248.9126897
subject22,item27,nonword,89.71559033,574.6386983
subject22,item28,word,89.71559033,406.1708409
subject22,item29,nonword,89.71559033,587.7276371
subject22,item30,word,89.71559033,244.0070444
subject22,item31,nonword,89.71559033,668.0957919
subject22,item32,word,89.71559033,270.6331093
subject22,item33,nonword,89.71559033,197.6927243
subject22,item34,word,89.71559033,463.6435096
subject22,item35,nonword,89.71559033,322.3100801
subject22,item36,word,89.71559033,736.8071173
subject22,item37,nonword,89.71559033,822.2464578
subject22,item38,word,89.71559033,322.9920474
subject22,item39,nonword,89.71559033,327.1234677
subject22,item40,word,89.71559033,584.2135312
subject23,item01,word,82.7536046,364.4814483
subject23,item02,nonword,82.7536046,706.4061203
subject23,item03,word,82.7536046,604.1847393
subject23,item04,nonword,82.7536046,567.4309514
subject23,item05,word,82.7536046,469.0444892
subject23,item06,nonword,82.7536046,833.7585924
subject23,item07,word,82.7536046,465.8432195
subject23,item08,nonword,82.7536046,593.5075735
subject23,item09,word,82.7536046,162.1102671
subject23,item10,nonword,82.7536046,359.0711759
subject23,item11,word,82.7536046,784.376107
subject23,item12,nonword,82.7536046,315.3943854
subject23,item13,word,82.7536046,434.0253038
subject23,item14,nonword,82.7536046,678.7398386
subject23,item15,word,82.7536046,479.9884614
subject23,item16,nonword,82.7536046,284.5961266
subject23,item17,word,82.7536046,689.7825558
subject23,item18,nonword,82.7536046,495.0091664
subject23,item19,word,82.7536046,938.1417127
subject23,item20,nonword,82.7536046,448.5360047
subject23,item21,word,82.7536046,666.1956406
subject23,item22,nonword,82.7536046,671.9844968
subject23,item23,word,82.7536046,645.1228027
subject23,item24,nonword,82.7536046,458.9925677
subject23,item25,word,82.7536046,721.5786611
subject23,item26,nonword,82.7536046,253.2798617
subject23,item27,word,82.7536046,412.1749975
subject23,item28,nonword,82.7536046,717.9693824
subject23,item29,word,82.7536046,227.5272992
subject23,item30,nonword,82.7536046,362.4735865
subject23,item31,word,82.7536046,480.7979423
subject23,item32,nonword,82.7536046,652.7142378
subject23,item33,word,82.7536046,309.4026428
subject23,item34,nonword,82.7536046,692.2232628
subject23,item35,word,82.7536046,816.7293801
subject23,item36,nonword,82.7536046,748.5215977
subject23,item37,word,82.7536046,440.4121661
subject23,item38,nonword,82.7536046,528.2685889
subject23,item39,word,82.7536046,559.2540041
subject23,item40,nonword,82.7536046,414.3776363
subject24,item01,nonword,82.7536046,351.4901186
subject24,item02,word,82.7536046,855.641017
subject24,item03,nonword,82.7536046,663.5005033
subject24,item04,word,82.7536046,691.0979336
subject24,item05,nonword,82.7536046,381.3186185
subject24,item06,word,82.7536046,499.6393602
subject24,item07,nonword,82.7536046,525.8141104
subject24,item08,word,82.7536046,312.430309
subject24,item09,nonword,82.7536046,195.4230111
subject24,item10,word,82.7536046,420.2224761
subject24,item11,nonword,82.7536046,948.2965434
subject24,item12,word,82.7536046,244.6260314
subject24,item13,nonword,82.7536046,380.2618288
subject24,item14,word,82.7536046,819.6855483
subject24,item15,nonword,82.7536046,432.5900112
subject24,item16,word,82.7536046,258.0832138
subject24,item17,nonword,82.7536046,483.0280724
subject24,item18,word,82.7536046,456.7506718
subject24,item19,nonword,82.7536046,646.2893828
subject24,item20,word,82.7536046,368.4198408
subject24,item21,nonword,82.7536046,945.8979778
subject24,item22,word,82.7536046,570.4909928
subject24,item23,nonword,82.7536046,683.5807636
subject24,item24,word,82.7536046,272.7286212
subject24,item25,nonword,82.7536046,741.66184
subject24,item26,word,82.7536046,378.5321201
subject24,item27,nonword,82.7536046,462.3914552
subject24,item28,word,82.7536046,276.1809847
subject24,item29,nonword,82.7536046,446.1005864
subject24,item30,word,82.7536046,390.7917716
subject24,item31,nonword,82.7536046,468.3944526
subject24,item32,word,82.7536046,371.8866638
subject24,item33,nonword,82.7536046,320.3626141
subject24,item34,word,82.7536046,635.0054931
subject24,item35,nonword,82.7536046,378.7910444
subject24,item36,word,82.7536046,568.1477148
subject24,item37,nonword,82.7536046,565.0279655
subject24,item38,word,82.7536046,485.5118909
subject24,item39,nonword,82.7536046,401.9893022
subject24,item40,word,82.7536046,1131.98334
subject25,item01,word,83.74755062,233.3502905
subject25,item02,nonword,83.74755062,788.0209005
subject25,item03,word,83.74755062,889.1717281
subject25,item04,nonword,83.74755062,251.2056828
subject25,item05,word,83.74755062,393.4823692
subject25,item06,nonword,83.74755062,517.0137142
subject25,item07,word,83.74755062,394.879279
subject25,item08,nonword,83.74755062,362.1269346
subject25,item09,word,83.74755062,242.2636392
subject25,item10,nonword,83.74755062,578.911171
subject25,item11,word,83.74755062,700.2392194
subject25,item12,nonword,83.74755062,222.876069
subject25,item13,word,83.74755062,599.4223657
subject25,item14,nonword,83.74755062,402.4580645
subject25,item15,word,83.74755062,533.5802957
subject25,item16,nonword,83.74755062,565.9395828
subject25,item17,word,83.74755062,358.1812316
subject25,item18,nonword,83.74755062,458.5003338
subject25,item19,word,83.74755062,613.0435157
subject25,item20,nonword,83.74755062,424.9311585
subject25,item21,word,83.74755062,592.0513481
subject25,item22,nonword,83.74755062,708.4251219
subject25,item23,word,83.74755062,678.7316388
subject25,item24,nonword,83.74755062,155.157367
subject25,item25,word,83.74755062,732.8130062
subject25,item26,nonword,83.74755062,203.2639165
subject25,item27,word,83.74755062,404.3658528
subject25,item28,nonword,83.74755062,270.6189997
subject25,item29,word,83.74755062,483.7781825
subject25,item30,nonword,83.74755062,278.213416
subject25,item31,word,83.74755062,413.0516646
subject25,item32,nonword,83.74755062,859.8911128
subject25,item33,word,83.74755062,311.4173243
subject25,item34,nonword,83.74755062,622.1085881
subject25,item35,word,83.74755062,423.5222173
subject25,item36,nonword,83.74755062,501.170664
subject25,item37,word,83.74755062,412.2072444
subject25,item38,nonword,83.74755062,473.7902901
subject25,item39,word,83.74755062,295.8115573
subject25,item40,nonword,83.74755062,536.670872
subject26,item01,nonword,83.74755062,584.6184099
subject26,item02,word,83.74755062,1063.947002
subject26,item03,nonword,83.74755062,612.780298
subject26,item04,word,83.74755062,673.4550304
subject26,item05,nonword,83.74755062,861.4950417
subject26,item06,word,83.74755062,1293.616936
subject26,item07,nonword,83.74755062,924.6525207
subject26,item08,word,83.74755062,804.6476846
subject26,item09,nonword,83.74755062,208.4056436
subject26,item10,word,83.74755062,469.9009878
subject26,item11,nonword,83.74755062,936.8015433
subject26,item12,word,83.74755062,345.9616461
subject26,item13,nonword,83.74755062,951.9354445
subject26,item14,word,83.74755062,329.5469076
subject26,item15,nonword,83.74755062,656.289671
subject26,item16,word,83.74755062,465.3625923
subject26,item17,nonword,83.74755062,856.3244513
subject26,item18,word,83.74755062,569.5299232
subject26,item19,nonword,83.74755062,755.5133844
subject26,item20,word,83.74755062,489.500722
subject26,item21,nonword,83.74755062,1127.825951
subject26,item22,word,83.74755062,1528.821726
subject26,item23,nonword,83.74755062,458.2791637
subject26,item24,word,83.74755062,259.0886908
subject26,item25,nonword,83.74755062,787.2280987
subject26,item26,word,83.74755062,468.2758198
subject26,item27,nonword,83.74755062,1137.736473
subject26,item28,word,83.74755062,804.1003996
subject26,item29,nonword,83.74755062,1234.630901
subject26,item30,word,83.74755062,663.9225545
subject26,item31,nonword,83.74755062,425.8208534
subject26,item32,word,83.74755062,495.5820079
subject26,item33,nonword,83.74755062,572.1193548
subject26,item34,word,83.74755062,454.8866443
subject26,item35,nonword,83.74755062,858.0843206
subject26,item36,word,83.74755062,553.5049616
subject26,item37,nonword,83.74755062,732.3868542
subject26,item38,word,83.74755062,548.2688498
subject26,item39,nonword,83.74755062,494.6578011
subject26,item40,word,83.74755062,656.6868709
subject27,item01,word,88.24952751,334.5866551
subject27,item02,nonword,88.24952751,961.8170105
subject27,item03,word,88.24952751,313.6951836
subject27,item04,nonword,88.24952751,271.4174166
subject27,item05,word,88.24952751,414.6494182
subject27,item06,nonword,88.24952751,641.9210251
subject27,item07,word,88.24952751,522.5368589
subject27,item08,nonword,88.24952751,306.5155304
subject27,item09,word,88.24952751,164.179824
subject27,item10,nonword,88.24952751,502.0330444
subject27,item11,word,88.24952751,613.1222279
subject27,item12,nonword,88.24952751,338.1973334
subject27,item13,word,88.24952751,280.3808301
subject27,item14,nonword,88.24952751,290.76804
subject27,item15,word,88.24952751,242.3367582
subject27,item16,nonword,88.24952751,299.8103347
subject27,item17,word,88.24952751,288.7936625
subject27,item18,nonword,88.24952751,362.6271531
subject27,item19,word,88.24952751,354.2572254
subject27,item20,nonword,88.24952751,332.5384585
subject27,item21,word,88.24952751,380.613555
subject27,item22,nonword,88.24952751,338.116756
subject27,item23,word,88.24952751,357.2049752
subject27,item24,nonword,88.24952751,139.9317781
subject27,item25,word,88.24952751,511.2793035
subject27,item26,nonword,88.24952751,205.8809652
subject27,item27,word,88.24952751,273.2859662
subject27,item28,nonword,88.24952751,285.6962452
subject27,item29,word,88.24952751,435.7873608
subject27,item30,nonword,88.24952751,329.4671948
subject27,item31,word,88.24952751,549.0181921
subject27,item32,nonword,88.24952751,297.7333445
subject27,item33,word,88.24952751,170.3951091
subject27,item34,nonword,88.24952751,883.0018257
subject27,item35,word,88.24952751,564.1510268
subject27,item36,nonword,88.24952751,534.1234759
subject27,item37,word,88.24952751,435.6976355
subject27,item38,nonword,88.24952751,563.5060087
subject27,item39,word,88.24952751,244.3557527
subject27,item40,nonword,88.24952751,308.5440571
subject28,item01,nonword,88.24952751,109.5144841
subject28,item02,word,88.24952751,419.5603265
subject28,item03,nonword,88.24952751,333.3349396
subject28,item04,word,88.24952751,310.7434466
subject28,item05,nonword,88.24952751,179.1633119
subject28,item06,word,88.24952751,251.8480269
subject28,item07,nonword,88.24952751,370.3036446
subject28,item08,word,88.24952751,223.3651004
subject28,item09,nonword,88.24952751,98.74667398
subject28,item10,word,88.24952751,358.547429
subject28,item11,nonword,88.24952751,505.4336482
subject28,item12,word,88.24952751,295.2305659
subject28,item13,nonword,88.24952751,154.3562215
subject28,item14,word,88.24952751,169.0421268
subject28,item15,nonword,88.24952751,205.9310966
subject28,item16,word,88.24952751,209.3959957
subject28,item17,nonword,88.24952751,255.1087314
subject28,item18,word,88.24952751,129.8610409
subject28,item19,nonword,88.24952751,228.8897205
subject28,item20,word,88.24952751,188.9922067
subject28,item21,nonword,88.24952751,326.1060554
subject28,item22,word,88.24952751,426.0226862
subject28,item23,nonword,88.24952751,249.0013713
subject28,item24,word,88.24952751,137.1258359
subject28,item25,nonword,88.24952751,142.0534317
subject28,item26,word,88.24952751,114.3322992
subject28,item27,nonword,88.24952751,305.8863866
subject28,item28,word,88.24952751,154.5694281
subject28,item29,nonword,88.24952751,171.5426768
subject28,item30,word,88.24952751,192.58374
subject28,item31,nonword,88.24952751,282.8675483
subject28,item32,word,88.24952751,171.9579857
subject28,item33,nonword,88.24952751,162.5254687
subject28,item34,word,88.24952751,225.3867623
subject28,item35,nonword,88.24952751,121.2194952
subject28,item36,word,88.24952751,244.5120921
subject28,item37,nonword,88.24952751,344.8493912
subject28,item38,word,88.24952751,317.0809744
subject28,item39,nonword,88.24952751,114.9886761
subject28,item40,word,88.24952751,298.8367695
subject29,item01,word,99.93242572,309.8809002
subject29,item02,nonword,99.93242572,715.3164761
subject29,item03,word,99.93242572,364.3132884
subject29,item04,nonword,99.93242572,389.1625816
subject29,item05,word,99.93242572,235.5711451
subject29,item06,nonword,99.93242572,334.520437
subject29,item07,word,99.93242572,225.8800432
subject29,item08,nonword,99.93242572,274.1165403
subject29,item09,word,99.93242572,247.776169
subject29,item10,nonword,99.93242572,357.2965522
subject29,item11,word,99.93242572,532.665886
subject29,item12,nonword,99.93242572,275.4552545
subject29,item13,word,99.93242572,492.3262602
subject29,item14,nonword,99.93242572,288.2523397
subject29,item15,word,99.93242572,235.4362031
subject29,item16,nonword,99.93242572,296.2383631
subject29,item17,word,99.93242572,406.9512592
subject29,item18,nonword,99.93242572,562.1896922
subject29,item19,word,99.93242572,229.0472425
subject29,item20,nonword,99.93242572,447.0852359
subject29,item21,word,99.93242572,461.2975692
subject29,item22,nonword,99.93242572,456.7674025
subject29,item23,word,99.93242572,233.2965696
subject29,item24,nonword,99.93242572,220.9149309
subject29,item25,word,99.93242572,396.4438015
subject29,item26,nonword,99.93242572,95.24108914
subject29,item27,word,99.93242572,516.4108328
subject29,item28,nonword,99.93242572,243.351637
subject29,item29,word,99.93242572,420.5039807
subject29,item30,nonword,99.93242572,574.0201957
subject29,item31,word,99.93242572,218.1986691
subject29,item32,nonword,99.93242572,197.0284747
subject29,item33,word,99.93242572,222.6207746
subject29,item34,nonword,99.93242572,551.010224
subject29,item35,word,99.93242572,256.4605775
subject29,item36,nonword,99.93242572,277.0414395
subject29,item37,word,99.93242572,511.344973
subject29,item38,nonword,99.93242572,214.7058107
subject29,item39,word,99.93242572,253.346802
subject29,item40,nonword,99.93242572,269.5281305
subject30,item01,nonword,99.93242572,233.3958709
subject30,item02,word,99.93242572,288.469791
subject30,item03,nonword,99.93242572,131.5477052
subject30,item04,word,99.93242572,226.2431066
subject30,item05,nonword,99.93242572,194.6561666
subject30,item06,word,99.93242572,291.306437
subject30,item07,nonword,99.93242572,320.1447271
subject30,item08,word,99.93242572,137.672325
subject30,item09,nonword,99.93242572,189.4730646
subject30,item10,word,99.93242572,255.467893
subject30,item11,nonword,99.93242572,235.4204358
subject30,item12,word,99.93242572,172.5160394
subject30,item13,nonword,99.93242572,336.166188
subject30,item14,word,99.93242572,221.9280811
subject30,item15,nonword,99.93242572,162.1682172
subject30,item16,word,99.93242572,276.5013678
subject30,item17,nonword,99.93242572,227.6848864
subject30,item18,word,99.93242572,310.1484402
subject30,item19,nonword,99.93242572,387.785111
subject30,item20,word,99.93242572,154.9515461
subject30,item21,nonword,99.93242572,432.2121736
subject30,item22,word,99.93242572,433.9489154
subject30,item23,nonword,99.93242572,274.5900372
subject30,item24,word,99.93242572,87.85215479
subject30,item25,nonword,99.93242572,326.3600817
subject30,item26,word,99.93242572,136.7190688
subject30,item27,nonword,99.93242572,207.4939451
subject30,item28,word,99.93242572,146.6186844
subject30,item29,nonword,99.93242572,249.4911762
subject30,item30,word,99.93242572,173.8843148
subject30,item31,nonword,99.93242572,193.3862624
subject30,item32,word,99.93242572,302.366751
subject30,item33,nonword,99.93242572,108.8779602
subject30,item34,word,99.93242572,174.813866
subject30,item35,nonword,99.93242572,310.4222998
subject30,item36,word,99.93242572,301.2947609
subject30,item37,nonword,99.93242572,191.2528232
subject30,item38,word,99.93242572,317.6929321
subject30,item39,nonword,99.93242572,148.7937303
subject30,item40,word,99.93242572,287.6906509
subject31,item01,word,91.82947376,186.017234
subject31,item02,nonword,91.82947376,328.7809261
subject31,item03,word,91.82947376,501.9297609
subject31,item04,nonword,91.82947376,544.6935159
subject31,item05,word,91.82947376,496.5954173
subject31,item06,nonword,91.82947376,317.2627284
subject31,item07,word,91.82947376,393.4681936
subject31,item08,nonword,91.82947376,278.9503014
subject31,item09,word,91.82947376,177.2915329
subject31,item10,nonword,91.82947376,302.8827023
subject31,item11,word,91.82947376,356.5486621
subject31,item12,nonword,91.82947376,239.62838
subject31,item13,word,91.82947376,216.2966658
subject31,item14,nonword,91.82947376,382.1776786
subject31,item15,word,91.82947376,354.1901388
subject31,item16,nonword,91.82947376,380.1610884
subject31,item17,word,91.82947376,212.0082025
subject31,item18,nonword,91.82947376,491.7210182
subject31,item19,word,91.82947376,221.8022973
subject31,item20,nonword,91.82947376,462.7395121
subject31,item21,word,91.82947376,261.1837123
subject31,item22,nonword,91.82947376,463.9719193
subject31,item23,word,91.82947376,222.2208679
subject31,item24,nonword,91.82947376,155.2107962
subject31,item25,word,91.82947376,359.2348916
subject31,item26,nonword,91.82947376,190.9265299
subject31,item27,word,91.82947376,332.3468063
subject31,item28,nonword,91.82947376,241.7716352
subject31,item29,word,91.82947376,271.0837336
subject31,item30,nonword,91.82947376,313.251325
subject31,item31,word,91.82947376,407.5206642
subject31,item32,nonword,91.82947376,223.1864088
subject31,item33,word,91.82947376,246.5101669
subject31,item34,nonword,91.82947376,283.5522841
subject31,item35,word,91.82947376,222.4895899
subject31,item36,nonword,91.82947376,560.6202472
subject31,item37,word,91.82947376,309.2127692
subject31,item38,nonword,91.82947376,334.3039241
subject31,item39,word,91.82947376,246.4881932
subject31,item40,nonword,91.82947376,405.0240902
subject32,item01,nonword,91.82947376,306.830587
subject32,item02,word,91.82947376,728.7766734
subject32,item03,nonword,91.82947376,776.1127364
subject32,item04,word,91.82947376,551.6569135
subject32,item05,nonword,91.82947376,516.7706261
subject32,item06,word,91.82947376,750.0718416
subject32,item07,nonword,91.82947376,494.801028
subject32,item08,word,91.82947376,327.2529608
subject32,item09,nonword,91.82947376,439.2922934
subject32,item10,word,91.82947376,405.9168438
subject32,item11,nonword,91.82947376,711.4530765
subject32,item12,word,91.82947376,271.1602467
subject32,item13,nonword,91.82947376,567.4694506
subject32,item14,word,91.82947376,402.9733307
subject32,item15,nonword,91.82947376,466.2064076
subject32,item16,word,91.82947376,226.1157693
subject32,item17,nonword,91.82947376,431.2561561
subject32,item18,word,91.82947376,449.8106634
subject32,item19,nonword,91.82947376,965.0806091
subject32,item20,word,91.82947376,199.9656493
subject32,item21,nonword,91.82947376,528.2883055
subject32,item22,word,91.82947376,642.729446
subject32,item23,nonword,91.82947376,388.5492606
subject32,item24,word,91.82947376,193.4742737
subject32,item25,nonword,91.82947376,665.9863734
subject32,item26,word,91.82947376,222.0142217
subject32,item27,nonword,91.82947376,455.5564058
subject32,item28,word,91.82947376,306.5160621
subject32,item29,nonword,91.82947376,329.5944495
subject32,item30,word,91.82947376,212.3465128
subject32,item31,nonword,91.82947376,910.5505169
subject32,item32,word,91.82947376,312.0282546
subject32,item33,nonword,91.82947376,420.9566907
subject32,item34,word,91.82947376,348.5780211
subject32,item35,nonword,91.82947376,236.8311735
