"","subject","L1.1","item","attachment","context","RT"
"722","Particpant172","English","item02","DP2","DP2",392.9105226
"723","Particpant172","English","item03","DP1","DP1",385.4555439
"724","Particpant172","English","item04","DP1","DP2",256.4424306
"725","Particpant172","English","item05","DP2","DP1",287.14017474
"726","Particpant172","English","item06","DP2","DP2",374.4992685
"727","Particpant172","English","item07","DP1","DP1",525.2602884
"728","Particpant172","English","item08","DP1","DP2",229.21177173
"729","Particpant172","English","item09","DP2","DP1",356.3518251
"730","Particpant172","English","item10","DP2","DP2",280.87148034
"731","Particpant172","English","item11","DP1","DP1",816.9592916
"732","Particpant172","English","item12","DP1","DP2",408.6768716
"733","Particpant172","English","item13","DP2","DP1",364.2067497
"734","Particpant172","English","item14","DP2","DP2",224.44730799
"735","Particpant172","English","item15","DP1","DP1",231.09362886
"736","Particpant172","English","item16","DP1","DP2",248.88643989
"737","Particpant172","English","item17","DP2","DP1",376.50561436
"738","Particpant172","English","item18","DP2","DP2",501.9261212
"739","Particpant172","English","item19","DP1","DP1",510.6360084
"740","Particpant172","English","item20","DP1","DP2",327.80614384
"741","Particpant172","English","item21","DP2","DP1",411.29184
"742","Particpant172","English","item22","DP2","DP2",419.9317188
"743","Particpant172","English","item23","DP1","DP1",271.83422288
"744","Particpant172","English","item24","DP1","DP2",418.0883304
"745","Particpant300","English","item01","DP2","DP2",243.23899776
"746","Particpant300","English","item02","DP1","DP1",208.39046409
"747","Particpant300","English","item03","DP1","DP2",176.01094218
"748","Particpant300","English","item04","DP2","DP1",251.52014538
"749","Particpant300","English","item05","DP2","DP2",444.2393379
"750","Particpant300","English","item06","DP1","DP1",153.89772012
"751","Particpant300","English","item07","DP1","DP2",178.93509288
"752","Particpant300","English","item08","DP2","DP1",248.13869079
"753","Particpant300","English","item09","DP2","DP2",221.35823955
"754","Particpant300","English","item10","DP1","DP1",311.7023706
"755","Particpant300","English","item11","DP1","DP2",229.19832144
"756","Particpant300","English","item12","DP2","DP1",457.1738708
"757","Particpant300","English","item13","DP2","DP2",117.5212365
"758","Particpant300","English","item14","DP1","DP1",222.53861631
"759","Particpant300","English","item15","DP1","DP2",221.55098142
"760","Particpant300","English","item16","DP2","DP1",475.7739783
"761","Particpant300","English","item17","DP2","DP2",341.66358372
"762","Particpant300","English","item18","DP1","DP1",194.88390864
"763","Particpant300","English","item19","DP1","DP2",372.62323024
"764","Particpant300","English","item20","DP2","DP1",607.6634608
"765","Particpant300","English","item21","DP2","DP2",274.76938104
"766","Particpant300","English","item22","DP1","DP1",196.86421116
"767","Particpant300","English","item23","DP1","DP2",262.52880084
"768","Particpant300","English","item24","DP2","DP1",361.07651428
"769","Particpant301","English","item01","DP1","DP1",205.84001586
"770","Particpant301","English","item02","DP1","DP2",145.92772356
"771","Particpant301","English","item03","DP2","DP1",503.9535018
"772","Particpant301","English","item04","DP2","DP2",219.2946888
"773","Particpant301","English","item05","DP1","DP1",262.55976762
"774","Particpant301","English","item06","DP1","DP2",263.37199392
"775","Particpant301","English","item07","DP2","DP1",540.8243127
"776","Particpant301","English","item08","DP2","DP2",210.71972844
"777","Particpant301","English","item09","DP1","DP1",157.84546083
"778","Particpant301","English","item10","DP1","DP2",165.92530539
"779","Particpant301","English","item11","DP2","DP1",372.40413364
"780","Particpant301","English","item12","DP2","DP2",252.14617948
"781","Particpant301","English","item13","DP1","DP1",252.13727307
"782","Particpant301","English","item14","DP1","DP2",410.9991696
"783","Particpant301","English","item15","DP2","DP1",266.85956382
"784","Particpant301","English","item16","DP2","DP2",127.58604285
"785","Particpant301","English","item17","DP1","DP1",395.97895352
"786","Particpant301","English","item18","DP1","DP2",214.28128192
"787","Particpant301","English","item19","DP2","DP1",361.89612316
"788","Particpant301","English","item20","DP2","DP2",263.81878676
"789","Particpant301","English","item21","DP1","DP1",346.04637868
"790","Particpant301","English","item22","DP1","DP2",289.72079024
"791","Particpant301","English","item23","DP2","DP1",401.5221848
"792","Particpant301","English","item24","DP2","DP2",262.85028192
"793","Particpant303","English","item01","DP1","DP2",319.7939982
"794","Particpant303","English","item02","DP2","DP1",393.0353739
"795","Particpant303","English","item03","DP2","DP2",190.24335798
"796","Particpant303","English","item04","DP1","DP1",469.9876581
"797","Particpant303","English","item05","DP1","DP2",345.1400079
"798","Particpant303","English","item06","DP2","DP1",324.8323989
"799","Particpant303","English","item07","DP2","DP2",413.9481057
"800","Particpant303","English","item08","DP1","DP1",272.90646837
"801","Particpant303","English","item09","DP1","DP2",138.10229736
"802","Particpant303","English","item10","DP2","DP1",338.9754927
"803","Particpant303","English","item11","DP2","DP2",543.9461304
"804","Particpant303","English","item12","DP1","DP1",272.21853596
"805","Particpant303","English","item13","DP1","DP2",258.25433583
"806","Particpant303","English","item14","DP2","DP1",263.2820838
"807","Particpant303","English","item15","DP2","DP2",213.76265703
"808","Particpant303","English","item16","DP1","DP1",171.14003181
"809","Particpant303","English","item17","DP1","DP2",460.9891248
"810","Particpant303","English","item18","DP2","DP1",379.5136658
"811","Particpant303","English","item19","DP2","DP2",646.7033848
"812","Particpant303","English","item20","DP1","DP1",360.7714348
"813","Particpant303","English","item21","DP1","DP2",356.00372464
"814","Particpant303","English","item22","DP2","DP1",359.48061536
"815","Particpant303","English","item23","DP2","DP2",357.18189932
"816","Particpant303","English","item24","DP1","DP1",429.7182968
"817","Particpant304","English","item01","DP2","DP1",186.2209716
"818","Particpant304","English","item02","DP2","DP2",429.0312027
"819","Particpant304","English","item03","DP1","DP1",258.63664242
"820","Particpant304","English","item04","DP1","DP2",300.6425547
"821","Particpant304","English","item05","DP2","DP1",313.8421875
"822","Particpant304","English","item06","DP2","DP2",280.56180963
"823","Particpant304","English","item07","DP1","DP1",241.1697774
"824","Particpant304","English","item08","DP1","DP2",279.23877969
"825","Particpant304","English","item09","DP2","DP1",390.3424932
"826","Particpant304","English","item10","DP2","DP2",458.5897287
"827","Particpant304","English","item11","DP1","DP1",684.6243616
"828","Particpant304","English","item12","DP1","DP2",355.21375348
"829","Particpant304","English","item13","DP2","DP1",298.22105619
"830","Particpant304","English","item14","DP2","DP2",434.467398
"831","Particpant304","English","item15","DP1","DP1",276.50528454
"832","Particpant304","English","item16","DP1","DP2",327.3821559
"833","Particpant304","English","item17","DP2","DP1",573.1766644
"834","Particpant304","English","item18","DP2","DP2",576.9144232
"835","Particpant304","English","item19","DP1","DP1",388.68644024
"836","Particpant304","English","item20","DP1","DP2",402.1586652
"837","Particpant304","English","item21","DP2","DP1",947.1610304
"838","Particpant304","English","item22","DP2","DP2",395.54984092
"839","Particpant304","English","item23","DP1","DP1",567.2613588
"840","Particpant304","English","item24","DP1","DP2",345.10779056
"841","Particpant305","English","item01","DP2","DP2",260.29353099
"842","Particpant305","English","item02","DP1","DP1",308.6169348
"843","Particpant305","English","item03","DP1","DP2",331.4116902
"844","Particpant305","English","item04","DP2","DP1",184.32929865
"845","Particpant305","English","item05","DP2","DP2",229.40001186
"846","Particpant305","English","item06","DP1","DP1",190.87798047
"847","Particpant305","English","item07","DP1","DP2",240.38409183
"848","Particpant305","English","item08","DP2","DP1",269.12823345
"849","Particpant305","English","item09","DP2","DP2",226.41598848
"850","Particpant305","English","item10","DP1","DP1",302.9699694
"851","Particpant305","English","item11","DP1","DP2",411.2708456
"852","Particpant305","English","item12","DP2","DP1",419.0359812
"853","Particpant305","English","item13","DP2","DP2",216.84844707
"854","Particpant305","English","item14","DP1","DP1",222.98016441
"855","Particpant305","English","item15","DP1","DP2",300.5705829
"856","Particpant305","English","item16","DP2","DP1",281.22610032
"857","Particpant305","English","item17","DP2","DP2",345.33264992
"858","Particpant305","English","item18","DP1","DP1",468.6944736
"859","Particpant305","English","item19","DP1","DP2",376.80824976
"860","Particpant305","English","item20","DP2","DP1",282.0286668
"861","Particpant305","English","item21","DP2","DP2",495.2616924
"862","Particpant305","English","item22","DP1","DP1",330.25084156
"863","Particpant305","English","item23","DP1","DP2",439.5013312
"864","Particpant305","English","item24","DP2","DP1",442.8457384
"865","Particpant312","English","item01","DP1","DP1",259.29320148
"866","Particpant312","English","item02","DP1","DP2",179.05222725
"867","Particpant312","English","item03","DP2","DP1",287.76820524
"868","Particpant312","English","item04","DP2","DP2",239.97174507
"869","Particpant312","English","item05","DP1","DP1",286.72216092
"870","Particpant312","English","item06","DP1","DP2",242.61508068
"871","Particpant312","English","item07","DP2","DP1",383.9840154
"872","Particpant312","English","item08","DP2","DP2",267.06372144
"873","Particpant312","English","item09","DP1","DP1",181.19272947
"874","Particpant312","English","item10","DP1","DP2",203.08205136
"875","Particpant312","English","item11","DP2","DP1",522.3322148
"876","Particpant312","English","item12","DP2","DP2",295.2290198
"877","Particpant312","English","item13","DP1","DP1",229.4952735
"878","Particpant312","English","item14","DP1","DP2",308.7978165
"879","Particpant312","English","item15","DP2","DP1",249.91311084
"880","Particpant312","English","item16","DP2","DP2",248.66086251
"881","Particpant312","English","item17","DP1","DP1",409.9746384
"882","Particpant312","English","item18","DP1","DP2",253.99157092
"883","Particpant312","English","item19","DP2","DP1",338.58221836
"884","Particpant312","English","item20","DP2","DP2",326.40966224
"885","Particpant312","English","item21","DP1","DP1",376.29162352
"886","Particpant312","English","item22","DP1","DP2",209.04501012
"887","Particpant312","English","item23","DP2","DP1",429.394838
"888","Particpant312","English","item24","DP2","DP2",383.36486448
"889","Particpant314","English","item01","DP1","DP2",282.7536993
"890","Particpant314","English","item02","DP2","DP1",194.16926103
"891","Particpant314","English","item03","DP2","DP2",198.64185264
"892","Particpant314","English","item04","DP1","DP1",541.5508578
"893","Particpant314","English","item05","DP1","DP2",426.8354187
"894","Particpant314","English","item06","DP2","DP1",404.286723
"895","Particpant314","English","item07","DP2","DP2",180.49533267
"896","Particpant314","English","item08","DP1","DP1",241.18435938
"897","Particpant314","English","item09","DP1","DP2",222.15420357
"898","Particpant314","English","item10","DP2","DP1",337.0877346
"899","Particpant314","English","item11","DP2","DP2",660.8094444
"900","Particpant314","English","item12","DP1","DP1",409.9449588
"901","Particpant314","English","item13","DP1","DP2",301.8202533
"902","Particpant314","English","item14","DP2","DP1",256.10981544
"903","Particpant314","English","item15","DP2","DP2",174.12937482
"904","Particpant314","English","item16","DP1","DP1",245.72074341
"905","Particpant314","English","item17","DP1","DP2",210.4728792
"906","Particpant314","English","item18","DP2","DP1",309.90262152
"907","Particpant314","English","item19","DP2","DP2",517.2918952
"908","Particpant314","English","item20","DP1","DP1",234.67639264
"909","Particpant314","English","item21","DP1","DP2",274.11797284
"910","Particpant314","English","item22","DP2","DP1",320.7616792
"911","Particpant314","English","item23","DP2","DP2",338.8787574
"912","Particpant314","English","item24","DP1","DP1",311.46205916
"913","Particpant440","English","item01","DP2","DP1",285.93139437
"914","Particpant440","English","item02","DP2","DP2",283.80735975
"915","Particpant440","English","item03","DP1","DP1",412.6814082
"916","Particpant440","English","item04","DP1","DP2",147.64960218
"917","Particpant440","English","item05","DP2","DP1",346.2203028
"918","Particpant440","English","item06","DP2","DP2",402.2892114
"919","Particpant440","English","item07","DP1","DP1",216.20684646
"920","Particpant440","English","item08","DP1","DP2",350.4151251
"921","Particpant440","English","item09","DP2","DP1",391.9973049
"922","Particpant440","English","item10","DP2","DP2",316.1799996
"923","Particpant440","English","item11","DP1","DP1",406.0798472
"924","Particpant440","English","item12","DP1","DP2",344.65810008
"925","Particpant440","English","item13","DP2","DP1",195.14989029
"926","Particpant440","English","item14","DP2","DP2",159.99848736
"927","Particpant440","English","item15","DP1","DP1",218.51518221
"928","Particpant440","English","item16","DP1","DP2",261.38228694
"929","Particpant440","English","item17","DP2","DP1",588.6136128
"930","Particpant440","English","item18","DP2","DP2",261.14648668
"931","Particpant440","English","item19","DP1","DP1",372.86152548
"932","Particpant440","English","item20","DP1","DP2",251.12299416
"933","Particpant440","English","item21","DP2","DP1",808.2525132
"934","Particpant440","English","item22","DP2","DP2",302.93021768
"935","Particpant440","English","item23","DP1","DP1",263.47518632
"936","Particpant440","English","item24","DP1","DP2",309.67898428
"937","Particpant442","English","item01","DP2","DP2",202.49525232
"938","Particpant442","English","item02","DP1","DP1",191.15577114
"939","Particpant442","English","item03","DP1","DP2",196.5144831
"940","Particpant442","English","item04","DP2","DP1",299.16479379
"941","Particpant442","English","item05","DP2","DP2",172.07801448
"942","Particpant442","English","item06","DP1","DP1",283.82793021
"943","Particpant442","English","item07","DP1","DP2",201.05354511
"944","Particpant442","English","item08","DP2","DP1",403.7770536
"945","Particpant442","English","item09","DP2","DP2",248.35111152
"946","Particpant442","English","item10","DP1","DP1",240.81163197
"947","Particpant442","English","item11","DP1","DP2",224.92737932
"948","Particpant442","English","item12","DP2","DP1",517.6671496
"949","Particpant442","English","item13","DP2","DP2",178.00257591
"950","Particpant442","English","item14","DP1","DP1",222.54916524
"951","Particpant442","English","item15","DP1","DP2",258.29074518
"952","Particpant442","English","item16","DP2","DP1",345.3868203
"953","Particpant442","English","item17","DP2","DP2",356.63134832
"954","Particpant442","English","item18","DP1","DP1",314.18505484
"955","Particpant442","English","item19","DP1","DP2",302.04738296
"956","Particpant442","English","item20","DP2","DP1",325.20798188
"957","Particpant442","English","item21","DP2","DP2",362.50725044
"958","Particpant442","English","item22","DP1","DP1",258.6380686
"959","Particpant442","English","item23","DP1","DP2",274.33338872
"960","Particpant442","English","item24","DP2","DP1",449.3952828
"961","Particpant100","French","item01","DP2","DP2",536.0650815
"962","Particpant100","French","item02","DP1","DP1",698.5712868
"963","Particpant100","French","item03","DP1","DP2",280.31080932
"964","Particpant100","French","item04","DP2","DP1",318.2605542
"965","Particpant100","French","item05","DP2","DP2",257.55352899
"966","Particpant100","French","item06","DP1","DP1",301.9887843
"967","Particpant100","French","item07","DP1","DP2",216.11565333
"968","Particpant100","French","item08","DP2","DP1",328.9290099
"969","Particpant100","French","item09","DP2","DP2",319.0898679
"970","Particpant100","French","item10","DP1","DP1",271.44631959
"971","Particpant100","French","item11","DP1","DP2",315.45443784
"972","Particpant100","French","item12","DP2","DP1",416.0780628
"973","Particpant100","French","item13","DP2","DP2",394.6812018
"974","Particpant100","French","item14","DP1","DP1",446.5773189
"975","Particpant100","French","item15","DP1","DP2",231.71355438
"976","Particpant100","French","item16","DP2","DP1",462.7249797
"977","Particpant100","French","item17","DP2","DP2",381.72862988
"978","Particpant100","French","item18","DP1","DP1",508.2389136
"979","Particpant100","French","item19","DP1","DP2",585.7990184
"980","Particpant100","French","item20","DP2","DP1",401.5009268
"981","Particpant100","French","item21","DP2","DP2",290.22291264
"982","Particpant100","French","item22","DP1","DP1",479.3630272
"983","Particpant100","French","item23","DP1","DP2",497.2267284
"984","Particpant100","French","item24","DP2","DP1",568.6448548
"985","Particpant105","French","item01","DP1","DP2",337.2249051
"986","Particpant105","French","item02","DP2","DP1",380.0413386
"987","Particpant105","French","item03","DP2","DP2",497.1117858
"988","Particpant105","French","item04","DP1","DP1",220.51469961
"989","Particpant105","French","item05","DP1","DP2",837.1275249
"990","Particpant105","French","item06","DP2","DP1",269.81714397
"991","Particpant105","French","item07","DP2","DP2",333.8692095
"992","Particpant105","French","item08","DP1","DP1",445.4289066
"993","Particpant105","French","item09","DP1","DP2",357.4220064
"994","Particpant105","French","item10","DP2","DP1",397.4535435
"995","Particpant105","French","item11","DP2","DP2",311.80312728
"996","Particpant105","French","item12","DP1","DP1",398.86928996
"997","Particpant105","French","item13","DP1","DP2",564.2742132
"998","Particpant105","French","item14","DP2","DP1",449.77113
"999","Particpant105","French","item15","DP2","DP2",348.954597
"1000","Particpant105","French","item16","DP1","DP1",419.9981628
"1001","Particpant105","French","item17","DP1","DP2",575.2462716
"1002","Particpant105","French","item18","DP2","DP1",867.680304
"1003","Particpant105","French","item19","DP2","DP2",384.8286786
"1004","Particpant105","French","item20","DP1","DP1",308.05138088
"1005","Particpant105","French","item21","DP1","DP2",336.60911164
"1006","Particpant105","French","item22","DP2","DP1",625.9507372
"1007","Particpant105","French","item23","DP2","DP2",562.3520764
"1008","Particpant105","French","item24","DP1","DP1",456.6275528
"1009","Particpant106","French","item01","DP2","DP1",186.77014968
"1010","Particpant106","French","item02","DP2","DP2",275.91972387
"1011","Particpant106","French","item03","DP1","DP1",263.0483712
"1012","Particpant106","French","item04","DP1","DP2",214.27578699
"1013","Particpant106","French","item05","DP2","DP1",342.5132784
"1014","Particpant106","French","item06","DP2","DP2",205.43702586
"1015","Particpant106","French","item07","DP1","DP1",296.48853669
"1016","Particpant106","French","item08","DP1","DP2",280.65510339
"1017","Particpant106","French","item09","DP2","DP1",229.47531744
"1018","Particpant106","French","item10","DP2","DP2",519.5573481
"1019","Particpant106","French","item11","DP1","DP1",635.4191664
"1020","Particpant106","French","item12","DP1","DP2",333.35002172
"1021","Particpant106","French","item13","DP2","DP1",444.138399
"1022","Particpant106","French","item14","DP2","DP2",219.60255783
"1023","Particpant106","French","item15","DP1","DP1",585.8097867
"1024","Particpant106","French","item16","DP1","DP2",323.702223
"1025","Particpant106","French","item17","DP2","DP1",613.0574368
"1026","Particpant106","French","item18","DP2","DP2",430.6840868
"1027","Particpant106","French","item19","DP1","DP1",465.3680684
"1028","Particpant106","French","item20","DP1","DP2",355.59908548
"1029","Particpant106","French","item21","DP2","DP1",365.08585244
"1030","Particpant106","French","item22","DP2","DP2",315.70655308
"1031","Particpant106","French","item23","DP1","DP1",179.92685816
"1032","Particpant106","French","item24","DP1","DP2",173.85195824
"1033","Particpant114","French","item01","DP1","DP2",264.87375459
"1034","Particpant114","French","item02","DP2","DP1",300.242727
"1035","Particpant114","French","item03","DP2","DP2",284.85511377
"1036","Particpant114","French","item04","DP1","DP1",321.9353385
"1037","Particpant114","French","item05","DP1","DP2",373.4736654
"1038","Particpant114","French","item06","DP2","DP1",1476.0007452
"1039","Particpant114","French","item07","DP2","DP2",471.3543471
"1040","Particpant114","French","item08","DP1","DP1",227.80739025
"1041","Particpant114","French","item09","DP1","DP2",205.25892444
"1042","Particpant114","French","item10","DP2","DP1",496.0651119
"1043","Particpant114","French","item11","DP2","DP2",438.8154672
"1044","Particpant114","French","item12","DP1","DP1",372.44379176
"1045","Particpant114","French","item13","DP1","DP2",283.17158634
"1046","Particpant114","French","item14","DP2","DP1",438.267885
"1047","Particpant114","French","item15","DP2","DP2",297.70905126
"1048","Particpant114","French","item16","DP1","DP1",313.2420942
"1049","Particpant114","French","item17","DP1","DP2",338.13750444
"1050","Particpant114","French","item18","DP2","DP1",890.1627548
"1051","Particpant114","French","item19","DP2","DP2",680.4862496
"1052","Particpant114","French","item20","DP1","DP1",398.66214612
"1053","Particpant114","French","item21","DP1","DP2",391.42096024
"1054","Particpant114","French","item22","DP2","DP1",540.557266
"1055","Particpant114","French","item23","DP2","DP2",348.095431
"1056","Particpant114","French","item24","DP1","DP1",397.45537196
"1057","Particpant115","French","item01","DP1","DP1",372.7891023
"1058","Particpant115","French","item02","DP1","DP2",477.6051207
"1059","Particpant115","French","item03","DP2","DP1",313.9285287
"1060","Particpant115","French","item04","DP2","DP2",361.661868
"1061","Particpant115","French","item05","DP1","DP1",373.0506303
"1062","Particpant115","French","item06","DP1","DP2",528.7566717
"1063","Particpant115","French","item07","DP2","DP1",158.70254469
"1064","Particpant115","French","item08","DP2","DP2",348.1322529
"1065","Particpant115","French","item09","DP1","DP1",304.6544349
"1066","Particpant115","French","item10","DP1","DP2",494.2993422
"1067","Particpant115","French","item11","DP2","DP1",645.0589448
"1068","Particpant115","French","item12","DP2","DP2",777.132262
"1069","Particpant115","French","item13","DP1","DP1",281.2671546
"1070","Particpant115","French","item14","DP1","DP2",465.3457953
"1071","Particpant115","French","item15","DP2","DP1",364.2658764
"1072","Particpant115","French","item16","DP2","DP2",332.7268476
"1073","Particpant115","French","item17","DP1","DP1",631.54485
"1074","Particpant115","French","item18","DP1","DP2",692.2698708
"1075","Particpant115","French","item19","DP2","DP1",747.8675872
"1076","Particpant115","French","item20","DP2","DP2",590.4444704
"1077","Particpant115","French","item21","DP1","DP1",686.975272
"1078","Particpant115","French","item22","DP1","DP2",467.7490472
"1079","Particpant115","French","item23","DP2","DP1",491.2730872
"1080","Particpant115","French","item24","DP2","DP2",564.2879312
"1081","Particpant117","French","item01","DP2","DP1",357.7969959
"1082","Particpant117","French","item02","DP2","DP2",675.174585
"1083","Particpant117","French","item03","DP1","DP1",196.44650157
"1084","Particpant117","French","item04","DP1","DP2",244.59583179
"1085","Particpant117","French","item05","DP2","DP1",341.5027911
"1086","Particpant117","French","item06","DP2","DP2",276.0939063
"1087","Particpant117","French","item07","DP1","DP1",574.8308715
"1088","Particpant117","French","item08","DP1","DP2",199.23252324
"1089","Particpant117","French","item09","DP2","DP1",563.6856741
"1090","Particpant117","French","item10","DP2","DP2",241.32798795
"1091","Particpant117","French","item11","DP1","DP1",640.6845912
"1092","Particpant117","French","item12","DP1","DP2",662.160962
"1093","Particpant117","French","item13","DP2","DP1",226.85417523
"1094","Particpant117","French","item14","DP2","DP2",197.1722802
"1095","Particpant117","French","item15","DP1","DP1",247.93039605
"1096","Particpant117","French","item16","DP1","DP2",180.2590317
"1097","Particpant117","French","item17","DP2","DP1",222.65944584
"1098","Particpant117","French","item18","DP2","DP2",326.2179568
"1099","Particpant117","French","item19","DP1","DP1",312.93840164
"1100","Particpant117","French","item20","DP1","DP2",502.2806388
"1101","Particpant117","French","item21","DP2","DP1",385.3666516
"1102","Particpant117","French","item22","DP2","DP2",317.69467324
"1103","Particpant117","French","item23","DP1","DP1",280.705349
"1104","Particpant117","French","item24","DP1","DP2",424.6635876
"1105","Particpant183","French","item01","DP1","DP1",394.8647085
"1106","Particpant183","French","item02","DP1","DP2",214.40247786
"1107","Particpant183","French","item03","DP2","DP1",443.9396085
"1108","Particpant183","French","item04","DP2","DP2",337.9179993
"1109","Particpant183","French","item05","DP1","DP1",191.69780343
"1110","Particpant183","French","item06","DP1","DP2",322.8751941
"1111","Particpant183","French","item07","DP2","DP1",311.8581774
"1112","Particpant183","French","item08","DP2","DP2",257.38640556
"1113","Particpant183","French","item09","DP1","DP1",260.13756015
"1114","Particpant183","French","item10","DP1","DP2",274.91691867
"1115","Particpant183","French","item11","DP2","DP1",577.790804
"1116","Particpant183","French","item12","DP2","DP2",574.4755832
"1117","Particpant183","French","item13","DP1","DP1",467.4642117
"1118","Particpant183","French","item14","DP1","DP2",506.5698075
"1119","Particpant183","French","item15","DP2","DP1",343.6413459
"1120","Particpant183","French","item16","DP2","DP2",179.16444375
"1121","Particpant183","French","item17","DP1","DP1",560.8449416
"1122","Particpant183","French","item18","DP1","DP2",389.50416176
"1123","Particpant183","French","item19","DP2","DP1",337.61863572
"1124","Particpant183","French","item20","DP2","DP2",320.7920242
"1125","Particpant183","French","item21","DP1","DP1",222.23020024
"1126","Particpant183","French","item22","DP1","DP2",417.4537088
"1127","Particpant183","French","item23","DP2","DP1",267.31758048
"1128","Particpant183","French","item24","DP2","DP2",471.4810864
"1129","Particpant184","French","item01","DP2","DP2",193.40536311
"1130","Particpant184","French","item02","DP1","DP1",272.49148356
"1131","Particpant184","French","item03","DP1","DP2",316.7103705
"1132","Particpant184","French","item04","DP2","DP1",421.0162659
"1133","Particpant184","French","item05","DP2","DP2",224.35824087
"1134","Particpant184","French","item06","DP1","DP1",308.0097795
"1135","Particpant184","French","item07","DP1","DP2",288.80857836
"1136","Particpant184","French","item08","DP2","DP1",176.29099464
"1137","Particpant184","French","item09","DP2","DP2",182.72584416
"1138","Particpant184","French","item10","DP1","DP1",247.60341516
"1139","Particpant184","French","item11","DP1","DP2",300.3080806
"1140","Particpant184","French","item12","DP2","DP1",356.136368
"1141","Particpant184","French","item13","DP2","DP2",467.0103153
"1142","Particpant184","French","item14","DP1","DP1",234.84703356
"1143","Particpant184","French","item15","DP1","DP2",362.5370262
"1144","Particpant184","French","item16","DP2","DP1",183.46703691
"1145","Particpant184","French","item17","DP2","DP2",473.388242
"1146","Particpant184","French","item18","DP1","DP1",240.64248748
"1147","Particpant184","French","item19","DP1","DP2",348.80768324
"1148","Particpant184","French","item20","DP2","DP1",265.74461456
"1149","Particpant184","French","item21","DP2","DP2",199.0559296
"1150","Particpant184","French","item22","DP1","DP1",590.7344072
"1151","Particpant184","French","item23","DP1","DP2",169.36854756
"1152","Particpant184","French","item24","DP2","DP1",265.54359148
"1153","Particpant185","French","item01","DP1","DP1",413.4788007
"1154","Particpant185","French","item02","DP1","DP2",516.4495902
"1155","Particpant185","French","item03","DP2","DP1",364.2472284
"1156","Particpant185","French","item04","DP2","DP2",478.2352635
"1157","Particpant185","French","item05","DP1","DP1",358.9812885
"1158","Particpant185","French","item06","DP1","DP2",301.5568215
"1159","Particpant185","French","item07","DP2","DP1",609.3456213
"1160","Particpant185","French","item08","DP2","DP2",665.7571734
"1161","Particpant185","French","item09","DP1","DP1",322.5884931
"1162","Particpant185","French","item10","DP1","DP2",162.66391407
"1163","Particpant185","French","item11","DP2","DP1",805.9721268
"1164","Particpant185","French","item12","DP2","DP2",672.5674676
"1165","Particpant185","French","item13","DP1","DP1",227.76500808
"1166","Particpant185","French","item14","DP1","DP2",338.5193301
"1167","Particpant185","French","item15","DP2","DP1",319.4375856
"1168","Particpant185","French","item16","DP2","DP2",413.007423
"1169","Particpant185","French","item17","DP1","DP1",522.3798912
"1170","Particpant185","French","item18","DP1","DP2",859.7493976
"1171","Particpant185","French","item19","DP2","DP1",779.5581924
"1172","Particpant185","French","item20","DP2","DP2",488.5748716
"1173","Particpant185","French","item21","DP1","DP1",507.9545476
"1174","Particpant185","French","item22","DP1","DP2",600.9147672
"1175","Particpant185","French","item23","DP2","DP1",520.35977
"1176","Particpant185","French","item24","DP2","DP2",524.163634
"1177","Particpant188","French","item01","DP1","DP2",349.5477789
"1178","Particpant188","French","item02","DP2","DP1",265.07892339
"1179","Particpant188","French","item03","DP2","DP2",214.95780942
"1180","Particpant188","French","item04","DP1","DP1",198.17092803
"1181","Particpant188","French","item05","DP1","DP2",646.5198855
"1182","Particpant188","French","item06","DP2","DP1",516.5259483
"1183","Particpant188","French","item07","DP2","DP2",209.50745208
"1184","Particpant188","French","item08","DP1","DP1",182.4127047
"1185","Particpant188","French","item09","DP1","DP2",403.2769554
"1186","Particpant188","French","item10","DP2","DP1",287.57330481
"1187","Particpant188","French","item11","DP2","DP2",635.0787716
"1188","Particpant188","French","item12","DP1","DP1",425.7281228
"1189","Particpant188","French","item13","DP1","DP2",247.25753064
"1190","Particpant188","French","item14","DP2","DP1",403.3585125
"1191","Particpant188","French","item15","DP2","DP2",287.45046132
"1192","Particpant188","French","item16","DP1","DP1",278.5189926
"1193","Particpant188","French","item17","DP1","DP2",408.044008
"1194","Particpant188","French","item18","DP2","DP1",671.026152
"1195","Particpant188","French","item19","DP2","DP2",527.1484744
"1196","Particpant188","French","item20","DP1","DP1",271.64127372
"1197","Particpant188","French","item21","DP1","DP2",241.34251452
"1198","Particpant188","French","item22","DP2","DP1",558.9360144
"1199","Particpant188","French","item23","DP2","DP2",478.436704
"1200","Particpant188","French","item24","DP1","DP1",419.018264
"1201","Particpant32","French","item01","DP1","DP2",270.32172774
"1202","Particpant32","French","item02","DP2","DP1",251.6153232
"1203","Particpant32","French","item03","DP2","DP2",417.2121426
"1204","Particpant32","French","item04","DP1","DP1",425.5461879
"1205","Particpant32","French","item05","DP1","DP2",226.9220982
"1206","Particpant32","French","item06","DP2","DP1",420.1020939
"1207","Particpant32","French","item07","DP2","DP2",290.76197403
"1208","Particpant32","French","item08","DP1","DP1",527.3404011
"1209","Particpant32","French","item09","DP1","DP2",543.3271539
"1210","Particpant32","French","item10","DP2","DP1",346.2407463
"1211","Particpant32","French","item11","DP2","DP2",419.0484732
"1212","Particpant32","French","item12","DP1","DP1",306.8902176
"1213","Particpant32","French","item13","DP1","DP2",226.21186929
